#Organism/Name,Kingdom,Group,SubGroup,Plasmid Name,RefSeq,INSDC,Size (Kb),GC%,Protein,rRNA,tRNA,Other RNA,Gene,Pseudogene,Release Date,Modify Date
"Psychrobacter sp. P2G3",Bacteria,"Proteobacteria","Gammaproteobacteria",pPspP2G3c,NZ_CP012532.1,CP012532,9.708,37.2682,12,-,-,-,13,1,2016/08/19,2016/08/19
"Psychrobacter sp. PRwf-1",Bacteria,"Proteobacteria","Gammaproteobacteria",pRWF101,NC_009516.1,CP000714,13.956,38.2846,16,-,-,-,16,-,2007/06/06,2015/07/30
"Psychrobacter sp. PRwf-1",Bacteria,"Proteobacteria","Gammaproteobacteria",pRWF102,NC_009517.1,CP000715,2.117,40.4346,2,-,-,-,2,-,2007/06/06,2015/07/30
"Psychrobacter urativorans",Bacteria,"Proteobacteria","Gammaproteobacteria",1,NZ_CP012707.1,CP012707,24.169,36.5551,24,-,-,-,24,-,2016/03/28,2016/03/28
"Psychrobacter urativorans",Bacteria,"Proteobacteria","Gammaproteobacteria",2,NZ_CP012708.1,CP012708,15.605,40.1794,11,-,-,-,14,3,2016/03/28,2016/03/28
"Psychrobacter urativorans",Bacteria,"Proteobacteria","Gammaproteobacteria",3,NZ_CP012709.1,CP012709,24.21,39.9215,20,-,-,-,23,3,2016/03/28,2016/03/28
"Psychrobacter urativorans",Bacteria,"Proteobacteria","Gammaproteobacteria",4,NZ_CP012710.1,CP012710,16.222,37.9053,8,-,-,-,12,4,2016/03/28,2016/03/28
"Psychrobacter urativorans",Bacteria,"Proteobacteria","Gammaproteobacteria",5,NZ_CP012711.1,CP012711,49.02,40.7324,32,-,-,-,43,11,2016/03/28,2016/03/28
"Pusillimonas sp. T7-7",Bacteria,"Proteobacteria","Betaproteobacteria",unnamed,NC_015459.1,CP002664,41.205,56.0078,61,-,-,-,63,2,2011/05/06,2015/07/30
"Pyrobaculum oguniense TE7",Archaea,"TACK group","Crenarchaeota",extrachromosomal element,-,CP003317,16.887,50.5774,35,-,-,-,35,-,2012/02/10,2016/07/26
"Pyrococcus abyssi GE5",Archaea,"Euryarchaeota","Thermococci",pGT5,NC_001773.1,U49503,3.444,43.4379,2,-,-,-,2,-,1996/07/27,2015/08/18
"Pyrococcus sp. 12/1",Archaea,"Euryarchaeota","Thermococci",pP12-1,NC_014110.1,GU056178,12.205,44.6866,17,-,-,-,17,-,2010/05/04,2014/12/17
"Pyrococcus sp. JT1",Archaea,"Euryarchaeota","Thermococci",pRT1,NC_003026.1,AF393813,3.373,42.692,2,-,-,-,2,-,2001/07/19,2014/12/18
"Pyropia pulchra",Eukaryota,"Other","Other",Pp6427,NC_001832.1,AF002711,6.427,35.5065,5,-,-,-,5,-,1997/09/03,2008/04/23
"Pyropia pulchra",Eukaryota,"Other","Other",Pp6859,NC_001833.1,AF002712,6.859,32.8911,7,-,-,-,7,-,1997/09/03,2012/08/28
"Rahnella aquatilis",Bacteria,"Proteobacteria","Gammaproteobacteria",pHW4594,NC_019221.1,FN429025,6.978,44.4397,6,-,-,2,8,-,2010/02/17,2014/12/17
"Rahnella aquatilis",Bacteria,"Proteobacteria","Gammaproteobacteria",pHW30076,NC_019222.1,FN429026,5.857,49.3085,4,-,-,2,6,-,2010/02/17,2014/12/17
"Rahnella aquatilis CIP 78.65 = ATCC 33071",Bacteria,"Proteobacteria","Gammaproteobacteria",pRahaq202,NC_016819.1,CP003246,115.487,50.6932,104,-,-,-,107,3,2012/04/02,2015/07/30
"Rahnella aquatilis CIP 78.65 = ATCC 33071",Bacteria,"Proteobacteria","Gammaproteobacteria",pRahaq201,NC_016835.1,CP003245,463.906,52.286,398,-,-,1,408,9,2012/03/09,2015/07/30
"Rahnella aquatilis CIP 78.65 = ATCC 33071",Bacteria,"Proteobacteria","Gammaproteobacteria",pRahaq203,NC_017092.1,CP003247,8.406,44.9322,6,-,-,-,7,1,2012/04/02,2015/07/30
"Rahnella aquatilis HX2",Bacteria,"Proteobacteria","Gammaproteobacteria",PRA1,NC_017060.1,CP003404,570.951,52.0197,510,-,-,-,532,22,2012/04/18,2016/11/25
"Rahnella aquatilis HX2",Bacteria,"Proteobacteria","Gammaproteobacteria",PRA22,NC_017773.1,CP003406,75.16,48.6748,67,-,-,-,76,9,2012/05/09,2016/11/25
"Rahnella aquatilis HX2",Bacteria,"Proteobacteria","Gammaproteobacteria",PRA2,NC_017807.1,CP003405,48.515,54.2245,48,-,-,-,50,2,2012/05/09,2016/11/25
"Rahnella inusitata",Bacteria,"Proteobacteria","Gammaproteobacteria",pHW126,NC_019295.1,FN429030,2.886,31.4622,2,-,-,-,2,-,2010/02/17,2014/12/17
"Rahnella sp. WMR104",Bacteria,"Proteobacteria","Gammaproteobacteria",pHW104,NC_019224.1,FN429029,5.137,50.7689,6,-,-,-,6,-,2010/02/17,2014/12/17
"Rahnella sp. WMR114",Bacteria,"Proteobacteria","Gammaproteobacteria",pHW114A,NC_019204.1,FN429022,5.16,46.8023,6,-,-,2,8,-,2010/02/17,2014/12/17
"Rahnella sp. WMR114",Bacteria,"Proteobacteria","Gammaproteobacteria",pHW114B,NC_019296.1,FN429023,5.991,45.3514,9,-,-,2,11,-,2010/02/17,2014/12/17
"Rahnella sp. WMR120",Bacteria,"Proteobacteria","Gammaproteobacteria",pHW120,NC_019297.1,FN429024,3.69,47.9675,4,-,-,2,6,-,2010/02/17,2014/12/17
"Rahnella sp. WMR121",Bacteria,"Proteobacteria","Gammaproteobacteria",pHW121,NC_019298.1,FN429028,5.198,37.3028,6,-,-,-,6,-,2010/02/17,2014/12/17
"Rahnella sp. 'WMR15'",Bacteria,"Proteobacteria","Gammaproteobacteria",pHW15,NC_008053.1,AM167518,3.002,47.435,3,-,-,2,5,-,2006/05/24,2014/12/17
"Rahnella sp. WMR42",Bacteria,"Proteobacteria","Gammaproteobacteria",pHW42,NC_019203.1,FN429021,4.116,45.2867,5,-,-,2,7,-,2010/02/17,2014/12/17
"Rahnella sp. WMR66",Bacteria,"Proteobacteria","Gammaproteobacteria",pHW66,NC_019223.1,FN429027,6.129,47.5771,9,-,-,-,9,-,2010/02/17,2014/12/17
"Rahnella sp. Y9602",Bacteria,"Proteobacteria","Gammaproteobacteria",pRAHAQ01,NC_015062.1,CP002506,616.549,52.0534,590,-,-,-,599,9,2011/02/09,2016/11/28
"Rahnella sp. Y9602",Bacteria,"Proteobacteria","Gammaproteobacteria",pRAHAQ02,NC_015063.1,CP002507,133.486,48.3377,121,-,-,-,132,11,2011/02/09,2016/11/28
"Ralstonia eutropha H16",Bacteria,"Proteobacteria","Betaproteobacteria",megaplasmid pHG1,NC_005241.1,AY305378,452.156,62.3081,370,-,1,-,407,36,2003/12/03,2016/05/13
"Ralstonia eutropha JMP134",Bacteria,"Proteobacteria","Betaproteobacteria",megaplasmid,NC_007336.1,CP000092,634.917,60.5909,537,-,-,-,564,27,2005/08/12,2015/07/30
"Ralstonia eutropha JMP134",Bacteria,"Proteobacteria","Betaproteobacteria",Plasmid1,NC_007337.1,CP000093,87.688,64.6588,88,-,-,-,90,2,2005/08/12,2015/07/30
"Ralstonia insidiosa",Bacteria,"Proteobacteria","Betaproteobacteria",unnamed,NZ_CP012607.1,CP012607,50.765,61.2174,60,-,-,-,62,2,2016/06/03,2016/06/03
"Ralstonia insidiosa",Bacteria,"Proteobacteria","Betaproteobacteria",pRI-1,NZ_CP016024.1,CP016024,317.936,58.5388,348,-,-,-,357,9,2016/06/21,2016/06/21
"Ralstonia insidiosa",Bacteria,"Proteobacteria","Betaproteobacteria",pRI-2,NZ_CP016025.1,CP016025,50.77,61.2212,62,-,-,-,63,1,2016/06/21,2016/06/21
"Ralstonia mannitolilytica",Bacteria,"Proteobacteria","Betaproteobacteria",pRMAN01,NZ_CP010801.1,CP010801,190.542,61.9349,201,-,-,-,204,3,2015/03/19,2015/08/19
"Ralstonia pickettii",Bacteria,"Proteobacteria","Betaproteobacteria",pMBCP,NC_001431.1,AF144733,2.241,60.1517,3,-,-,-,3,-,1999/07/28,2014/12/16
"Ralstonia pickettii",Bacteria,"Proteobacteria","Betaproteobacteria",p712,NC_019318.1,JQ436722,62.798,62.1134,60,-,-,-,65,-,2012/11/04,2015/09/09
"Ralstonia pickettii 12D",Bacteria,"Proteobacteria","Betaproteobacteria",pRp12D02,NC_012849.1,CP001647,273.136,61.607,268,-,-,-,272,4,2009/06/22,2015/07/30
"Ralstonia pickettii 12D",Bacteria,"Proteobacteria","Betaproteobacteria",pRp12D03,NC_012851.1,CP001648,51.398,61.1502,64,-,-,-,65,1,2009/06/22,2015/07/30
"Ralstonia pickettii 12D",Bacteria,"Proteobacteria","Betaproteobacteria",pRp12D01,NC_012855.1,CP001646,389.779,58.4195,414,-,-,-,415,1,2009/06/22,2015/07/30
"Ralstonia pickettii 12J",Bacteria,"Proteobacteria","Betaproteobacteria",pRPIC01,NC_010683.1,CP001070,80.934,60.4085,82,-,-,-,85,3,2008/05/09,2015/07/30
"Ralstonia solanacearum",Bacteria,"Proteobacteria","Betaproteobacteria",unnamed,-,CP011998,2008.42,66.896,1429,-,2,-,1536,105,2015/08/14,2015/10/13
"Ralstonia solanacearum",Bacteria,"Proteobacteria","Betaproteobacteria",unnamed,NZ_CP012688.1,CP012688,1999.55,66.7371,1462,-,1,-,1498,35,2015/09/29,2015/09/29
"Ralstonia solanacearum",Bacteria,"Proteobacteria","Betaproteobacteria",unnamed,NZ_CP014703.1,CP014703,1883.43,66.297,1441,-,1,-,1468,26,2017/01/08,2017/01/08
"Ralstonia solanacearum",Bacteria,"Proteobacteria","Betaproteobacteria",unnamed,NZ_CP012940.1,CP012940,1932,66.7529,1427,-,1,-,1477,49,2016/03/13,2016/03/13
"Ralstonia solanacearum",Bacteria,"Proteobacteria","Betaproteobacteria",pUW163a,NZ_CP012941.1,CP012941,116.523,63.0485,84,-,-,-,90,6,2016/03/13,2016/03/13
"Ralstonia solanacearum",Bacteria,"Proteobacteria","Betaproteobacteria",pUW163b,NZ_CP012942.1,CP012942,37.782,62.76,35,-,-,-,39,4,2016/03/13,2016/03/13
"Ralstonia solanacearum",Bacteria,"Proteobacteria","Betaproteobacteria",unnamed,NZ_CP012944.1,CP012944,2069.79,66.5544,1480,-,1,-,1538,57,2016/03/13,2016/03/13
"Ralstonia solanacearum",Bacteria,"Proteobacteria","Betaproteobacteria",unnamed,NZ_CP015851.1,CP015851,1907.37,66.5492,1411,3,4,-,1464,46,2016/06/21,2016/06/21
"Ralstonia solanacearum",Bacteria,"Proteobacteria","Betaproteobacteria",unnamed1,NZ_CP016905.1,CP016905,2145.73,67.079,1561,3,4,1,1634,65,2016/08/26,2016/08/26
"Ralstonia solanacearum",Bacteria,"Proteobacteria","Betaproteobacteria",pJTPS1,NC_001399.1,AB015669,6.633,62.1288,15,-,-,-,15,-,1998/08/07,2014/12/16
"Ralstonia solanacearum",Bacteria,"Proteobacteria","Betaproteobacteria",unnamed,NZ_CP015116.1,CP015116,2093.44,66.9437,1621,3,4,1,1699,70,2016/12/18,2016/12/18
"Ralstonia solanacearum CMR15",Bacteria,"Proteobacteria","Betaproteobacteria",pRSC35,NC_017558.1,FP885893,35.008,61.2917,41,-,-,-,41,-,2010/06/22,2016/07/28
"Ralstonia solanacearum CMR15",Bacteria,"Proteobacteria","Betaproteobacteria",CMR15_mp,NC_017589.1,FP885896,1959.33,66.8851,1454,3,4,1,1495,33,2010/06/22,2016/07/28
"Ralstonia solanacearum FJAT-1458",Bacteria,"Proteobacteria","Betaproteobacteria",plas1,NZ_CP016555.1,CP016555,2075.66,66.9275,1550,3,4,-,1660,103,2016/12/03,2016/12/22
"Ralstonia solanacearum FQY_4",Bacteria,"Proteobacteria","Betaproteobacteria",megaplasmid,NC_021745.1,CP004013,2089.83,66.6318,1557,3,4,-,1609,45,2013/07/22,2015/08/18
"Ralstonia solanacearum GMI1000",Bacteria,"Proteobacteria","Betaproteobacteria",pGMI1000MP,NC_003296.1,-,2094.51,66.8662,1533,3,3,-,1583,44,2001/12/07,2015/08/17
"Ralstonia solanacearum OE1-1",Bacteria,"Proteobacteria","Betaproteobacteria",unnamed,NZ_CP009763.1,CP009763,1936.58,67.2444,1438,3,4,-,1503,58,2016/11/17,2016/11/17
"Ralstonia solanacearum Po82",Bacteria,"Proteobacteria","Betaproteobacteria",megaplasmid,NC_017575.1,CP002820,1949.17,66.7335,1433,-,1,-,1495,61,2012/05/03,2015/08/18
"Ralstonia solanacearum PSI07",Bacteria,"Proteobacteria","Betaproteobacteria",mpPSI07,NC_014310.1,FP885891,2085,66.1269,1532,-,1,-,1575,42,2010/06/22,2016/07/28
"Ralstonia solanacearum Rs-09-161",Bacteria,"Proteobacteria","Betaproteobacteria",unnamed1 ,NZ_CM002758.1,CM002758,1957.12,66.991,1399,-,1,-,1483,83,2014/06/13,2015/08/23
"Ralstonia solanacearum Rs-10-244",Bacteria,"Proteobacteria","Betaproteobacteria",unnamed1 ,NZ_CM002756.1,CM002756,1996.2,66.8549,1436,1,3,-,1532,92,2014/06/13,2015/08/23
"Raoultella ornithinolytica",Bacteria,"Proteobacteria","Gammaproteobacteria",pKPYL1,NZ_CP013339.1,CP013339,152.01,52.1834,167,-,-,-,190,23,2016/05/28,2016/11/28
"Raoultella ornithinolytica",Bacteria,"Proteobacteria","Gammaproteobacteria",pKPYL2,NZ_CP013340.1,CP013340,140.936,52.6572,139,-,-,-,154,15,2016/05/28,2016/11/28
"Raoultella ornithinolytica",Bacteria,"Proteobacteria","Gammaproteobacteria",1,NZ_CP012556.1,CP012556,216.71,45.0242,224,-,-,-,233,9,2016/09/15,2016/12/03
"Raoultella ornithinolytica",Bacteria,"Proteobacteria","Gammaproteobacteria",2,NZ_CP012557.1,CP012557,52.336,53.0763,54,-,-,-,57,3,2016/09/15,2016/12/03
"Raoultella ornithinolytica",Bacteria,"Proteobacteria","Gammaproteobacteria",3,NZ_CP012558.1,CP012558,3.96,43.8636,4,-,-,-,5,1,2016/09/15,2016/12/03
"Raoultella planticola",Bacteria,"Proteobacteria","Gammaproteobacteria",pKpNDM1,NC_023911.1,JX515588,277.682,46.859,372,-,-,-,372,-,2014/04/09,2014/12/18
"Raoultella planticola",Bacteria,"Proteobacteria","Gammaproteobacteria",NDM-1,NC_025130.1,KF877335,53.134,49.2415,69,-,-,-,69,-,2014/09/29,2014/12/18
"'Rehmannia glutinosa' phytoplasma",Bacteria,"Terrabacteria group","Tenericutes",pPARG1,NC_014123.1,FJ905104,4.371,24.5482,7,-,-,-,7,-,2010/05/17,2014/12/18
"Rhizobium etli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN561a,NZ_CP013501.1,CP013501,315.151,61.686,299,-,-,-,301,2,2016/06/21,2016/06/21
"Rhizobium etli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN561b,NZ_CP013502.1,CP013502,433.056,57.7865,354,-,-,-,390,36,2016/06/21,2016/06/21
"Rhizobium etli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN561c,NZ_CP013503.1,CP013503,501.077,61.8576,463,-,-,-,470,7,2016/06/21,2016/06/21
"Rhizobium etli",Bacteria,"Proteobacteria","Alphaproteobacteria",pRspN561d,NZ_CP013504.1,CP013504,752.94,60.969,669,-,-,-,693,24,2016/06/21,2016/06/21
"Rhizobium etli 8C-3",Bacteria,"Proteobacteria","Alphaproteobacteria",pRsp8C3a,NZ_CP017242.1,CP017242,430.631,58.6381,337,-,1,-,397,59,2016/12/20,2016/12/20
"Rhizobium etli 8C-3",Bacteria,"Proteobacteria","Alphaproteobacteria",pRsp8C3b,NZ_CP017243.1,CP017243,438.379,57.8887,396,-,-,-,453,57,2016/12/20,2016/12/20
"Rhizobium etli 8C-3",Bacteria,"Proteobacteria","Alphaproteobacteria",pRsp8C3c,NZ_CP017244.1,CP017244,2253.96,59.2403,2055,-,1,-,2154,98,2016/12/20,2016/12/20
"Rhizobium etli bv. mimosae str. IE4771",Bacteria,"Proteobacteria","Alphaproteobacteria",pRetIE4771a,NZ_CP006987.1,CP006987,244.771,58.768,211,-,-,-,216,5,2015/01/21,2015/08/16
"Rhizobium etli bv. mimosae str. IE4771",Bacteria,"Proteobacteria","Alphaproteobacteria",pRetIE4771b,NZ_CP006988.1,CP006988,393.846,57.4895,311,-,-,-,337,26,2015/01/21,2015/08/16
"Rhizobium etli bv. mimosae str. IE4771",Bacteria,"Proteobacteria","Alphaproteobacteria",pRetIE4771c,NZ_CP006989.1,CP006989,470.125,61.9461,422,-,-,-,429,7,2015/01/21,2015/08/16
"Rhizobium etli bv. mimosae str. IE4771",Bacteria,"Proteobacteria","Alphaproteobacteria",pRetIE4771d,NZ_CP006990.1,CP006990,729.172,61.2194,649,-,-,-,661,12,2015/01/21,2015/08/16
"Rhizobium etli bv. mimosae str. IE4771",Bacteria,"Proteobacteria","Alphaproteobacteria",pRetIE4771e,NZ_CP006991.1,CP006991,744.104,60.7438,663,-,-,-,674,11,2015/01/21,2015/08/16
"Rhizobium etli bv. mimosae str. Mim1",Bacteria,"Proteobacteria","Alphaproteobacteria",pRetMIM1a,NC_021906.1,CP005951,181.313,61.7799,164,-,-,-,168,4,2013/08/02,2015/08/15
"Rhizobium etli bv. mimosae str. Mim1",Bacteria,"Proteobacteria","Alphaproteobacteria",pRetMIM1b,NC_021907.1,CP005952,252.689,61.529,222,-,-,-,234,12,2013/08/02,2015/08/15
"Rhizobium etli bv. mimosae str. Mim1",Bacteria,"Proteobacteria","Alphaproteobacteria",pRetMIM1d,NC_021908.1,CP005954,512.054,61.632,476,-,-,3,488,9,2013/08/02,2015/08/15
"Rhizobium etli bv. mimosae str. Mim1",Bacteria,"Proteobacteria","Alphaproteobacteria",pRetMIM1e,NC_021909.1,CP005955,615.363,57.9396,502,-,-,-,552,50,2013/08/02,2015/08/15
"Rhizobium etli bv. mimosae str. Mim1",Bacteria,"Proteobacteria","Alphaproteobacteria",pRetNIM1c,NC_021910.1,CP005953,269.426,58.3644,235,-,-,1,247,11,2013/08/02,2015/08/15
"Rhizobium etli bv. mimosae str. Mim1",Bacteria,"Proteobacteria","Alphaproteobacteria",pRetMIM1f,NC_021911.1,CP005956,1082.66,60.513,957,-,-,-,1006,49,2013/08/02,2015/08/15
"Rhizobium etli bv. phaseoli str. IE4803",Bacteria,"Proteobacteria","Alphaproteobacteria",pRetIE4803a,NZ_CP007642.1,CP007642,445.194,62.1671,411,-,-,-,414,3,2015/01/21,2015/08/17
"Rhizobium etli bv. phaseoli str. IE4803",Bacteria,"Proteobacteria","Alphaproteobacteria",pRetIE4803b,NZ_CP007643.1,CP007643,499.136,57.874,400,-,-,-,470,70,2015/01/21,2015/08/17
"Rhizobium etli bv. phaseoli str. IE4803",Bacteria,"Proteobacteria","Alphaproteobacteria",pRetIE4803c,NZ_CP007644.1,CP007644,711.724,61.1522,637,-,-,-,645,8,2015/01/21,2015/08/17
"Rhizobium etli bv. phaseoli str. IE4803",Bacteria,"Proteobacteria","Alphaproteobacteria",pRetIE4803d,NZ_CP007645.1,CP007645,742.914,60.6337,649,-,-,-,677,28,2015/01/21,2015/08/17
"Rhizobium etli CFN 42",Bacteria,"Proteobacteria","Alphaproteobacteria",symbiotic plasmid p42d,NC_004041.2,U80928,371.254,57.8159,343,-,-,-,405,62,1997/08/20,2016/12/20
"Rhizobium etli CFN 42",Bacteria,"Proteobacteria","Alphaproteobacteria",p42a,NC_007762.1,CP000134,194.229,58.0027,150,-,-,-,205,55,2006/02/02,2016/12/20
"Rhizobium etli CFN 42",Bacteria,"Proteobacteria","Alphaproteobacteria",p42b,NC_007763.1,CP000135,184.338,61.8071,167,-,-,-,173,6,2006/02/02,2016/12/20
"Rhizobium etli CFN 42",Bacteria,"Proteobacteria","Alphaproteobacteria",p42c,NC_007764.1,CP000136,250.948,61.5179,232,-,-,-,247,15,2006/02/02,2016/12/20
"Rhizobium etli CFN 42",Bacteria,"Proteobacteria","Alphaproteobacteria",p42e,NC_007765.1,CP000137,505.334,61.6667,470,-,-,-,487,17,2006/02/02,2016/12/20
"Rhizobium etli CFN 42",Bacteria,"Proteobacteria","Alphaproteobacteria",p42f,NC_007766.1,CP000138,642.517,61.2192,589,-,-,-,625,36,2006/02/02,2016/12/20
"Rhizobium etli CIAT 652",Bacteria,"Proteobacteria","Alphaproteobacteria",pB,NC_010996.1,CP001076,429.111,57.7594,340,-,-,-,377,37,2008/06/20,2015/07/30
"Rhizobium etli CIAT 652",Bacteria,"Proteobacteria","Alphaproteobacteria",pC,NC_010997.1,CP001077,1091.52,60.8908,946,-,-,-,976,30,2008/06/20,2015/07/30
"Rhizobium etli CIAT 652",Bacteria,"Proteobacteria","Alphaproteobacteria",pA,NC_010998.1,CP001075,414.09,62.2203,379,-,-,-,385,6,2008/06/20,2015/07/30
"Rhizobium favelukesii",Bacteria,"Proteobacteria","Alphaproteobacteria",II,NZ_HG916853.1,HG916853,151.687,59.6511,137,-,-,-,156,19,2014/02/07,2016/08/01
"Rhizobium favelukesii",Bacteria,"Proteobacteria","Alphaproteobacteria",IV,NZ_HG916854.1,HG916854,759.787,59.1832,672,-,-,-,733,61,2014/02/07,2016/08/01
"Rhizobium favelukesii",Bacteria,"Proteobacteria","Alphaproteobacteria",V,NZ_HG916855.1,HG916855,1932.03,59.164,1696,-,1,-,1810,113,2014/02/07,2016/08/01
"Rhizobium favelukesii",Bacteria,"Proteobacteria","Alphaproteobacteria",pLPU83b,-,CBYB000000000,530.839,57.8154,560,-,-,-,582,22,2014/02/07,2015/01/30
"Rhizobium freirei PRF 81",Bacteria,"Proteobacteria","Alphaproteobacteria",pPRF81a,NZ_AQHN01000095.1,AQHN01000095,144.79,59.0655,137,-,-,-,139,2,2013/05/07,2015/08/14
"Rhizobium freirei PRF 81",Bacteria,"Proteobacteria","Alphaproteobacteria",pPRF81b,NZ_AQHN01000096.1,AQHN01000096,176.07,59.0799,151,-,-,-,158,7,2013/05/07,2015/08/14
"Rhizobium gallicum",Bacteria,"Proteobacteria","Alphaproteobacteria",pRgalIE4872a,NZ_CP017102.1,CP017102,125.266,58.1363,108,-,-,-,125,17,2016/12/20,2016/12/20
"Rhizobium gallicum",Bacteria,"Proteobacteria","Alphaproteobacteria",pRgalIE4872a,NZ_CP017103.1,CP017103,176.006,59.0258,137,-,-,-,152,15,2016/12/20,2016/12/20
"Rhizobium gallicum",Bacteria,"Proteobacteria","Alphaproteobacteria",pRgalIE4872c,NZ_CP017104.1,CP017104,506.339,58.3301,421,-,-,-,495,74,2016/12/20,2016/12/20
"Rhizobium gallicum",Bacteria,"Proteobacteria","Alphaproteobacteria",pRgalIE4872d,NZ_CP017105.1,CP017105,2388.37,59.2376,2152,-,1,-,2323,170,2016/12/20,2016/12/20
"Rhizobium gallicum bv. gallicum R602",Bacteria,"Proteobacteria","Alphaproteobacteria",pRgalR602a,NZ_CP006878.1,CP006878,203.748,58.5974,168,-,-,-,179,11,2015/01/21,2016/05/13
"Rhizobium gallicum bv. gallicum R602",Bacteria,"Proteobacteria","Alphaproteobacteria",pRgalR602b,NZ_CP006879.1,CP006879,507.254,58.2024,415,-,-,-,479,64,2015/01/21,2016/05/13
"Rhizobium gallicum bv. gallicum R602",Bacteria,"Proteobacteria","Alphaproteobacteria",pRgalR602c,NZ_CP006880.1,CP006880,2466.95,59.3738,2225,-,1,-,2283,57,2015/01/21,2016/05/13
"Rhizobium leguminosarum",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed1,NZ_CP016287.1,CP016287,1254.53,59.9533,1097,-,-,-,1191,94,2016/07/06,2016/07/06
"Rhizobium leguminosarum",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed7,NZ_CP016288.1,CP016288,247.808,58.8819,211,-,-,-,230,19,2016/07/06,2016/07/06
"Rhizobium leguminosarum",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed2,NZ_CP016289.1,CP016289,622.622,60.495,535,-,-,-,586,51,2016/07/06,2016/07/06
"Rhizobium leguminosarum",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed3,NZ_CP016290.1,CP016290,557.598,58.4925,458,-,-,-,518,60,2016/07/06,2016/07/06
"Rhizobium leguminosarum",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed6,NZ_CP016291.1,CP016291,265.603,61.3416,240,-,-,-,254,14,2016/07/06,2016/07/06
"Rhizobium leguminosarum",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed4,NZ_CP016292.1,CP016292,309.378,60.1601,225,-,-,-,264,39,2016/07/06,2016/07/06
"Rhizobium leguminosarum",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed5,NZ_CP016293.1,CP016293,274.981,61.3886,229,-,-,-,239,10,2016/07/06,2016/07/06
"Rhizobium leguminosarum",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed1,NZ_CP018229.1,CP018229,1331.13,59.9719,1118,-,-,-,1261,143,2016/12/18,2016/12/18
"Rhizobium leguminosarum",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed2,NZ_CP018230.1,CP018230,517.692,61.3915,465,-,-,-,489,24,2016/12/18,2016/12/18
"Rhizobium leguminosarum",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed3,NZ_CP018231.1,CP018231,339.3,58.3183,269,-,-,-,359,90,2016/12/18,2016/12/18
"Rhizobium leguminosarum",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed4,NZ_CP018232.1,CP018232,278.328,61.2091,261,-,-,-,269,8,2016/12/18,2016/12/18
"Rhizobium leguminosarum",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed5,NZ_CP018233.1,CP018233,255.06,61.2374,215,-,-,-,229,14,2016/12/18,2016/12/18
"Rhizobium leguminosarum",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed6,NZ_CP018234.1,CP018234,236.058,58.0874,173,-,-,-,253,80,2016/12/18,2016/12/18
"Rhizobium leguminosarum",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed7,NZ_CP018235.1,CP018235,227.762,58.2459,185,-,-,-,239,54,2016/12/18,2016/12/18
"Rhizobium leguminosarum",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed8,NZ_CP018236.1,CP018236,142.112,57.7369,109,-,-,-,130,21,2016/12/18,2016/12/18
"Rhizobium leguminosarum bv. trifolii CB782",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed,NZ_CP007068.1,CP007068,1563.77,60.3104,1385,-,-,-,1432,47,2015/02/05,2015/09/25
"Rhizobium leguminosarum bv. trifolii CB782",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed2,NZ_CP007069.1,CP007069,509.829,61.7021,460,-,-,-,467,7,2015/02/05,2015/09/25
"Rhizobium leguminosarum bv. trifolii CB782",Bacteria,"Proteobacteria","Alphaproteobacteria",unnamed3,NZ_CP007070.1,CP007070,251.612,57.3236,191,-,-,-,222,31,2015/02/05,2015/09/25
"Rhizobium leguminosarum bv. trifolii WSM1325",Bacteria,"Proteobacteria","Alphaproteobacteria",pR132501,NC_012848.1,CP001623,828.924,60.3655,725,-,-,-,751,26,2009/06/22,2016/05/13
"Rhizobium leguminosarum bv. trifolii WSM1325",Bacteria,"Proteobacteria","Alphaproteobacteria",pR132504,NC_012852.1,CP001626,350.312,60.5646,302,-,-,-,306,4,2009/06/22,2016/05/13
"Rhizobium leguminosarum bv. trifolii WSM1325",Bacteria,"Proteobacteria","Alphaproteobacteria",pR132503,NC_012853.1,CP001625,516.088,58.7925,476,-,-,-,503,27,2009/06/22,2016/05/13
"Rhizobium leguminosarum bv. trifolii WSM1325",Bacteria,"Proteobacteria","Alphaproteobacteria",pR132505,NC_012854.1,CP001627,294.782,60.3707,272,-,-,-,281,9,2009/06/22,2016/05/13
